Year,Team,Player,Position,Contract,Status
2014,Seattle Seahawks,Lane,CB,"$601,279",Active
2014,Seattle Seahawks,Sweezy,G,"$584,212",Active
2014,Seattle Seahawks,Schofield,OLB,"$570,000",Active
2014,Seattle Seahawks,Kearse,WR,"$570,000",Active
2014,Seattle Seahawks,Lockette,WR,"$570,000",Active
2014,Seattle Seahawks,Shead,FS,"$570,000",Active
2014,Seattle Seahawks,Smith,DT,"$570,000",Active
2014,Seattle Seahawks,Simon,CB,"$546,725",Active
2014,Seattle Seahawks,Willson,TE,"$539,633",Active
2014,Seattle Seahawks,Norwood,WR,"$525,027",Active
2014,Seattle Seahawks,Schilling,G,"$517,000",IR
2014,Seattle Seahawks,Bailey,G,"$497,000",Active
2014,Tampa Bay Buccaneers,McCoy,DT,"$21,295,000",IR
2014,Tampa Bay Buccaneers,Jackson,WR,"$12,432,000",Active
2014,Tampa Bay Buccaneers,Goldson,FS,"$9,000,000",Active
2014,Tampa Bay Buccaneers,Johnson,DE,"$9,000,000",Active
2014,Tampa Bay Buccaneers,Verner,CB,"$8,250,000",Active
2014,Tampa Bay Buccaneers,Mankins,G,"$6,250,000",Active
2014,Tampa Bay Buccaneers,Collins,LT,"$6,000,000",Active
2014,Tampa Bay Buccaneers,Nicks,G,"$5,357,000",Active
2014,Tampa Bay Buccaneers,McCown,QB,"$4,750,000",Active
2014,Tampa Bay Buccaneers,McDonald,DT,"$3,500,000",Active
2014,Tampa Bay Buccaneers,Smith,C,"$3,500,000",Active
2014,Tampa Bay Buccaneers,Koenen,P,"$3,250,000",Active
2014,Tampa Bay Buccaneers,Barron,ILB,"$3,042,625",Active
2014,Tampa Bay Buccaneers,Evans,WR,"$2,660,273",Active
2014,Tampa Bay Buccaneers,Clayborn,DE,"$2,612,325",IR
2014,Tampa Bay Buccaneers,Myers,TE,"$2,291,666",Active
2014,Tampa Bay Buccaneers,Dotson,RT,"$2,000,000",Active
2014,Tampa Bay Buccaneers,Jenkins,CB,"$1,875,000",IR
2014,Tampa Bay Buccaneers,Martin,RB,"$1,851,144",Active
2014,Tampa Bay Buccaneers,Foster,ILB,"$1,562,250",Active
2014,Tampa Bay Buccaneers,Fletcher,ILB,"$1,200,000",Active
2014,Tampa Bay Buccaneers,Bowers,DT,"$1,120,820",Active
2014,Tampa Bay Buccaneers,Banks,CB,"$1,074,164",Active
2014,Tampa Bay Buccaneers,Seferian-Jenkins,TE,"$955,440",IR
2014,Tampa Bay Buccaneers,David,OLB,"$946,836",Active
2014,Tampa Bay Buccaneers,Casillas,OLB,"$817,647",Active
2014,Tampa Bay Buccaneers,Stocker,TE,"$763,172",Active
2014,Tampa Bay Buccaneers,Glennon,QB,"$705,469",Active
2014,Tampa Bay Buccaneers,Penn,LT,"$666,668",Active
2014,Tampa Bay Buccaneers,Cousins,G,"$635,000",Active
2014,Tampa Bay Buccaneers,Wright,S,"$635,000",IR
2014,Tampa Bay Buccaneers,Spence,DT,"$616,071",Active
2014,Tampa Bay Buccaneers,Tandy,FS,"$600,150",Active
2014,Tampa Bay Buccaneers,Gholston,DE,"$595,136",Active
2014,Tampa Bay Buccaneers,Johnson,CB,"$572,500",Active
2014,Tampa Bay Buccaneers,Lansanah,ILB,"$570,000",Active
2014,Tampa Bay Buccaneers,Rainey,RB,"$570,000",Active
2014,Tampa Bay Buccaneers,English,OLB,"$536,471",Active
2014,Tampa Bay Buccaneers,Sims,RB,"$535,964",Active
2014,Tampa Bay Buccaneers,Butler,CB,"$531,177",Active
2014,Tampa Bay Buccaneers,James,RB,"$520,788",Active
2014,Tampa Bay Buccaneers,Gilkey,G,"$495,000",Active
2014,Tampa Bay Buccaneers,McDougald,SS,"$495,000",Active
2014,Tampa Bay Buccaneers,Omameh,G,"$495,000",Active
2014,Tampa Bay Buccaneers,Shepard,WR,"$495,000",Active
2014,Tampa Bay Buccaneers,Pamphile,G,"$469,625",Active
2014,Tampa Bay Buccaneers,Murphy,WR,"$469,412",IR
2014,Tampa Bay Buccaneers,Herron,WR,"$448,000",Active
2014,Tampa Bay Buccaneers,DePaola,LS,"$420,000",Active
2014,Tampa Bay Buccaneers,Dixon,CB,"$420,000",Active
2014,Tennessee Titans,Levitre,G,"$8,600,000",Active
2014,Tennessee Titans,McCourty,CB,"$8,300,000",Active
2014,Tennessee Titans,Griffin,FS,"$8,000,000",Active
2014,Tennessee Titans,Roos,LT,"$6,625,000",Active
2014,Tennessee Titans,Washington,WR,"$4,800,000",Active
2014,Tennessee Titans,Wimbley,OLB,"$4,800,000",Active
2014,Tennessee Titans,Casey,DT,"$4,674,359",Active
2014,Tennessee Titans,Hill,DT,"$4,066,666",Active
2014,Tennessee Titans,Locker,QB,"$4,004,637",Active
2014,Tennessee Titans,Walker,TE,"$4,000,000",Active
2014,Tennessee Titans,Johnson,RB,"$4,000,000",Active
2014,Tennessee Titans,Morgan,OLB,"$3,541,668",Active
2014,Tennessee Titans,Greene,RB,"$3,233,333",Active
2014,Tennessee Titans,Oher,RT,"$3,000,000",IR
2014,Tennessee Titans,Warmack,G,"$2,765,147",Active
2014,Tennessee Titans,Stevens,TE,"$2,693,750",Active
2014,Tennessee Titans,Pollard,S,"$2,675,000",IR
2014,Tennessee Titans,Woodyard,ILB,"$2,500,000",Active
2014,Tennessee Titans,Wilson,S,"$2,300,000",Active
2014,Tennessee Titans,Wright,WR,"$2,241,396",Active
2014,Tennessee Titans,Lewan,LT,"$2,088,183",Active
2014,Tennessee Titans,Amano,C,"$2,067,500",Active
2014,Tennessee Titans,McCluster,RB,"$2,050,000",IR
2014,Tennessee Titans,Pitoitua,DE,"$1,950,000",Active
2014,Tennessee Titans,McCarthy,ILB,"$1,544,850",IR
2014,Tennessee Titans,Phillips,DE,"$1,533,823",Active
2014,Tennessee Titans,Whitehurst,QB,"$1,500,000",Active
2014,Tennessee Titans,Kern,P,"$1,469,375",Active
2014,Tennessee Titans,Woods,DT,"$1,400,000",Active
2014,Tennessee Titans,Hunter,WR,"$1,232,761",IR
2014,Tennessee Titans,Brown,ILB,"$1,052,263",IR
2014,Tennessee Titans,Ayers,OLB,"$951,764",Active
2014,Tennessee Titans,Fitzpatrick,QB,"$875,000",Active
2014,Tennessee Titans,Harris,CB,"$824,907",Active
2014,Tennessee Titans,Bironas,K,"$750,000",Active
2014,Tennessee Titans,Martin,DT,"$731,890",Active
2014,Tennessee Titans,Sankey,RB,"$698,818",Active
2014,Tennessee Titans,Klug,DT,"$693,613",Active
2014,Tennessee Titans,Wreh-Wilson,CB,"$683,441",IR
2014,Tennessee Titans,Sensabaugh,CB,"$678,023",Active
2014,Tennessee Titans,Stingily,RT,"$672,625",Active
2014,Tennessee Titans,Durham,WR,"$645,000",Active
2014,Tennessee Titans,Spencer,G,"$635,000",Active
2014,Tennessee Titans,Washington,RB,"$635,000",Active
2014,Tennessee Titans,Gooden,ILB,"$626,504",Active
2014,Tennessee Titans,Thompson,TE,"$619,500",Active
2014,Tennessee Titans,Schwenke,C,"$611,065",IR
2014,Tennessee Titans,Succop,K,"$585,000",Active
2014,Tennessee Titans,Brinkley,LS,"$576,667",Active
2014,Tennessee Titans,Battle,FB,"$570,000",Active
2014,Washington Commanders,Orakpo,OLB,"$11,455,000",IR
2014,Washington Commanders,Williams,LT,"$10,980,393",Active
2014,Washington Commanders,Garcon,WR,"$9,700,000",Active
2014,Washington Commanders,Cofield,DT,"$7,677,500",Active
2014,Washington Commanders,Griffin III,QB,"$5,759,754",Active
2014,Washington Commanders,Bowen,DE,"$4,688,750",Active
2014,Washington Commanders,Chester,G,"$4,300,000",Active
2014,Washington Commanders,Jackson,WR,"$4,250,000",Active
2014,Washington Commanders,Hatcher,DE,"$3,750,000",Active
2014,Washington Commanders,Lichtensteiger,C,"$3,300,000",Active
2014,Washington Commanders,Morgan,WR,"$3,300,000",Active
2014,Washington Commanders,Lauvao,G,"$3,000,000",Active
2014,Washington Commanders,Riley,ILB,"$3,000,000",Active
2014,Washington Commanders,Porter,CB,"$2,800,000",IR
2014,Washington Commanders,Kerrigan,OLB,"$2,774,639",Active
2014,Washington Commanders,Polumbus,LT,"$2,600,000",Active
2014,Washington Commanders,Roberts,WR,"$2,250,000",Active
2014,Washington Commanders,Paulsen,TE,"$2,236,666",Active
2014,Washington Commanders,Fletcher,ILB,"$2,100,000",Active
2014,Washington Commanders,Hall,CB,"$2,062,500",IR
2014,Washington Commanders,Baker,DT,"$2,000,000",Active
2014,Washington Commanders,Helu,RB,"$1,548,563",Active
2014,Washington Commanders,Carriker,DE,"$1,500,000",Active
2014,Washington Commanders,Montgomery,C,"$1,500,000",Active
2014,Washington Commanders,Jenkins,DE,"$1,492,667",Active
2014,Washington Commanders,Young,FB,"$1,367,708",Active
2014,Washington Commanders,Geathers,DE,"$1,350,000",Active
2014,Washington Commanders,Golston,DT,"$1,245,000",Active
2014,Washington Commanders,Meriweather,SS,"$1,200,000",Active
2014,Washington Commanders,Hayward,OLB,"$955,000",Active
2014,Washington Commanders,Sharpton,ILB,"$948,824",Active
2014,Washington Commanders,Sundberg,LS,"$912,500",Active
2014,Washington Commanders,Meriweather,SS,"$899,411",Active
2014,Washington Commanders,Amerson,CB,"$875,205",Active
2014,Washington Commanders,Murphy,OLB,"$813,236",IR
2014,Washington Commanders,Hankerson,WR,"$812,219",Active
2014,Washington Commanders,LeRibeus,C,"$764,081",Active
2014,Washington Commanders,Orakpo,OLB,"$715,000",Active
2014,Washington Commanders,Paul,TE,"$690,413",Active
2014,Washington Commanders,Cousins,QB,"$688,172",Active
2014,Washington Commanders,Robinson,OLB,"$675,027",Active
2014,Washington Commanders,Neild,DT,"$656,475",IR
2014,Washington Commanders,Reed,TE,"$642,278",Active
2014,Washington Commanders,Clark,S,"$635,000",Active
2014,Washington Commanders,Moss,WR,"$635,000",Active
2014,Washington Commanders,Biggers,CB,"$635,000",Active
2014,Washington Commanders,McCoy,QB,"$635,000",IR
2014,Washington Commanders,Jordan,ILB,"$635,000",Active
2014,Washington Commanders,Morris,RB,"$600,775",Active
2014,Washington Commanders,Moses,RT,"$573,747",IR
2015,Arizona Cardinals,Peterson,CB,"$14,791,491",Active
2015,Arizona Cardinals,Campbell,DE,"$14,750,000",Active
2015,Arizona Cardinals,Fitzgerald,WR,"$10,850,000",Active
2015,Arizona Cardinals,Veldheer,RT,"$8,500,000",Active
2015,Arizona Cardinals,Palmer,QB,"$7,375,000",Active
2015,Arizona Cardinals,Iupati,G,"$6,700,000",Active
2015,Arizona Cardinals,Powers,CB,"$5,350,000",Active
2015,Arizona Cardinals,Cooper,G,"$3,967,910",Active
2015,Arizona Cardinals,Stanton,QB,"$3,866,668",Active
2015,Arizona Cardinals,Weatherspoon,ILB,"$3,850,000",Active
2015,Arizona Cardinals,Floyd,WR,"$3,172,750",Active
2015,Arizona Cardinals,Gresham,TE,"$3,109,375",Active
2015,Arizona Cardinals,Washington,ILB,"$3,100,000",Active
2015,Arizona Cardinals,Dockett,DE,"$3,000,000",Active
2015,Arizona Cardinals,Peters,DT,"$2,666,666",Active
2015,Arizona Cardinals,Larsen,G,"$2,435,000",Active
2015,Arizona Cardinals,Colledge,G,"$2,275,000",Active
2015,Arizona Cardinals,Rucker,DT,"$2,181,875",Active
2015,Arizona Cardinals,Johnson,FS,"$2,133,334",Active
2015,Arizona Cardinals,Sendlein,C,"$2,000,000",Active
2015,Arizona Cardinals,Redding,DE,"$2,000,000",IR
2015,Arizona Cardinals,Bucannon,ILB,"$1,752,091",Active
2015,Arizona Cardinals,Humphries,LT,"$1,620,384",Active
2015,Arizona Cardinals,Ginn Jr.,WR,"$1,500,000",Active
2015,Arizona Cardinals,Massie,RT,"$1,471,433",Active
2015,Arizona Cardinals,Bethel,CB,"$1,438,556",Active
2015,Arizona Cardinals,Shaughnessy,DE,"$1,325,000",Active
2015,Arizona Cardinals,Minter,ILB,"$1,197,354",Active
2015,Arizona Cardinals,Sendlein,C,"$1,125,000",Active
2015,Arizona Cardinals,Niklas,TE,"$914,386",Active
2015,Arizona Cardinals,Mathieu,FS,"$855,937",IR
2015,Arizona Cardinals,Sowell,LT,"$760,000",Active
2015,Arizona Cardinals,Shipley,C,"$735,000",Active
2015,Arizona Cardinals,Golden,OLB,"$712,424",Active
2015,Arizona Cardinals,Okafor,DE,"$703,607",Active
2015,Arizona Cardinals,Martin,OLB,"$669,890",Active
2015,Arizona Cardinals,Leach,LS,"$665,000",Active
2015,Arizona Cardinals,Woodley,OLB,"$665,000",IR
2015,Arizona Cardinals,Brown,WR,"$657,725",Active
2015,Arizona Cardinals,Watford,RT,"$637,951",IR
2015,Arizona Cardinals,Taylor,RB,"$635,125",Active
2015,Arizona Cardinals,Ellington,RB,"$610,966",Active
2015,Arizona Cardinals,Alexander,OLB,"$600,000",Active
2015,Arizona Cardinals,Johnson,RB,"$594,843",Active
2015,Arizona Cardinals,Barkley,QB,"$592,500",Active
2015,Arizona Cardinals,Jefferson,SS,"$588,368",Active
2015,Arizona Cardinals,Brown,WR,"$588,000",Active
2015,Arizona Cardinals,Butler,P,"$585,000",Active
2015,Arizona Cardinals,Johnson,RB,"$585,000",IR
2015,Arizona Cardinals,Gunter,DT,"$562,479",Active
2015,Atlanta Falcons,Ryan,QB,"$19,500,000",Active
2015,Atlanta Falcons,Jones,WR,"$12,400,000",Active
2015,Atlanta Falcons,White,WR,"$5,556,250",Active
2015,Atlanta Falcons,Moore,SS,"$5,368,750",IR
2015,Atlanta Falcons,Soliai,DT,"$4,400,000",IR
2015,Atlanta Falcons,Asamoah,G,"$4,268,750",Active
2015,Atlanta Falcons,Blalock,G,"$4,120,000",Active
2015,Atlanta Falcons,Jackson,DE,"$3,850,000",Active
2015,Atlanta Falcons,Matthews,LT,"$3,733,978",Active
2015,Atlanta Falcons,Hester,WR,"$3,708,333",Active
2015,Atlanta Falcons,Babineaux,DT,"$3,619,791",Active
2015,Atlanta Falcons,Bosher,P,"$3,355,000",Active
2015,Atlanta Falcons,Reed,DE,"$3,140,000",Active
2015,Atlanta Falcons,Levitre,G,"$2,875,000",Active
2015,Atlanta Falcons,Bryant,K,"$2,827,083",IR
2015,Atlanta Falcons,Chester,G,"$2,800,000",Active
2015,Atlanta Falcons,Baker,LT,"$2,800,000",Active
2015,Atlanta Falcons,Beasley,DE,"$2,635,496",Active
2015,Atlanta Falcons,Trufant,CB,"$2,227,117",Active
2015,Atlanta Falcons,Durant,OLB,"$2,210,416",Active
2015,Atlanta Falcons,Clayborn,DE,"$2,062,500",Active
2015,Atlanta Falcons,Biermann,OLB,"$1,925,000",Active
2015,Atlanta Falcons,Schofield,OLB,"$1,700,000",Active
2015,Atlanta Falcons,Gradkowski,C,"$1,542,000",Active
2015,Atlanta Falcons,Tamme,TE,"$1,387,500",Active
2015,Atlanta Falcons,Long,LT,"$1,275,000",Active
2015,Atlanta Falcons,Hageman,DE,"$1,212,691",Active
2015,Atlanta Falcons,DeCoud,S,"$1,200,000",Active
2015,Atlanta Falcons,Jackson,RB,"$1,166,668",Active
2015,Atlanta Falcons,Weems,WR,"$1,132,500",Active
2015,Atlanta Falcons,Hawley,C,"$1,000,000",Active
2015,Atlanta Falcons,Collins,CB,"$986,879",Active
2015,Atlanta Falcons,Alford,CB,"$927,654",Active
2015,Atlanta Falcons,Person,G,"$911,666",Active
2015,Atlanta Falcons,Douglas,WR,"$895,834",Active
2015,Atlanta Falcons,Godfrey,SS,"$875,000",Active
2015,Atlanta Falcons,Hankerson,WR,"$868,529",Active
2015,Atlanta Falcons,Harris,LS,"$760,000",Active
2015,Atlanta Falcons,DiMarco,FB,"$697,500",Active
2015,Atlanta Falcons,Goodman,DE,"$684,272",Active
2015,Atlanta Falcons,Toilolo,TE,"$660,146",Active
2015,Atlanta Falcons,Harris,RT,"$660,000",Active
2015,Atlanta Falcons,Freeman,RB,"$631,106",Active
2015,Atlanta Falcons,Coleman,RB,"$621,311",Active
2015,Atlanta Falcons,Ishmael,SS,"$596,474",Active
2015,Atlanta Falcons,Renfree,QB,"$596,474",Active
2015,Atlanta Falcons,Schraeder,RT,"$585,668",Active
2015,Atlanta Falcons,Worrilow,OLB,"$585,668",Active
2015,Atlanta Falcons,Adams,CB,"$585,000",Active
2015,Atlanta Falcons,Stupar,OLB,"$585,000",Active
2015,Baltimore Ravens,Flacco,QB,"$14,550,000",IR
2015,Baltimore Ravens,Rice,RB,"$9,500,000",Active
2015,Baltimore Ravens,Webb,CB,"$9,250,000",Active
2015,Baltimore Ravens,Monroe,LT,"$7,700,000",IR
2015,Baltimore Ravens,Ngata,DT,"$7,500,000",Active
2015,Baltimore Ravens,Dumervil,OLB,"$7,375,000",Active
2015,Baltimore Ravens,Yanda,G,"$6,981,764",Active
2015,Baltimore Ravens,Pitta,TE,"$6,200,000",IR
2015,Baltimore Ravens,Smith,WR,"$4,166,666",IR
2015,Baltimore Ravens,Suggs,OLB,"$3,950,000",IR
2015,Baltimore Ravens,Smith,ILB,"$3,875,000",Active
2015,Baltimore Ravens,Smith,CB,"$3,600,000",Active
2015,Baltimore Ravens,Jones,WR,"$2,625,000",Active
2015,Baltimore Ravens,Zuttah,C,"$2,478,382",IR
2015,Baltimore Ravens,Hill,SS,"$2,416,045",Active
2015,Baltimore Ravens,Koch,P,"$2,400,000",Active
2015,Baltimore Ravens,Tucker,K,"$2,356,000",Active
2015,Baltimore Ravens,Schaub,QB,"$2,000,000",Active
2015,Baltimore Ravens,Mosley,ILB,"$1,997,273",Active
2015,Baltimore Ravens,Elam,SS,"$1,845,546",IR
2015,Baltimore Ravens,Canty,DE,"$1,735,000",IR
2015,Baltimore Ravens,Upshaw,DT,"$1,685,313",Active
2015,Baltimore Ravens,Forsett,RB,"$1,600,000",IR
2015,Baltimore Ravens,Perriman,WR,"$1,534,607",IR
2015,Baltimore Ravens,Arrington,CB,"$1,466,666",Active
2015,Baltimore Ravens,Lewis,FS,"$1,266,666",Active
2015,Baltimore Ravens,McClellan,OLB,"$1,200,000",Active
2015,Baltimore Ravens,Osemele,G,"$1,064,595",Active
2015,Baltimore Ravens,Guy,DE,"$1,050,000",Active
2015,Baltimore Ravens,Levine,ILB,"$1,000,000",Active
2015,Baltimore Ravens,Jernigan,DT,"$996,114",Active
2015,Baltimore Ravens,Brown,ILB,"$969,335",Active
2015,Baltimore Ravens,Williams,TE,"$736,861",Active
2015,Baltimore Ravens,Williams,DT,"$713,750",Active
2015,Baltimore Ravens,Brooks,FS,"$676,594",Active
2015,Baltimore Ravens,Canty,DE,"$666,667",Active
2015,Baltimore Ravens,Cox,LS,"$665,000",Active
2015,Baltimore Ravens,Juszczyk,FB,"$660,146",Active
2015,Baltimore Ravens,Wright,CB,"$635,294",Active
2015,Baltimore Ravens,Wagner,RT,"$621,140",Active
2015,Baltimore Ravens,Gillmore,T,"$615,680",IR
2015,Baltimore Ravens,Lewis-Moore,DE,"$607,058",Active
2015,Baltimore Ravens,Davis,DT,"$591,271",Active
2015,Baltimore Ravens,Aiken,WR,"$585,000",Active
2015,Baltimore Ravens,Trawick,SS,"$585,000",Active
2015,Baltimore Ravens,Brown,WR,"$572,726",IR
2015,Baltimore Ravens,Smith,OLB,"$555,788",Active
2015,Baltimore Ravens,Allen,RB,"$553,618",Active
2015,Baltimore Ravens,Urschel,G,"$546,140",Active
2015,Baltimore Ravens,Davis,CB,"$522,794",IR
2015,Buffalo Bills,Williams,DE,"$19,400,000",Active
2015,Buffalo Bills,Dareus,DT,"$7,823,530",Active
2015,Buffalo Bills,Williams,DT,"$6,950,000",IR
2015,Buffalo Bills,Wood,C,"$6,650,000",Active
2015,Buffalo Bills,Hughes,DE,"$6,175,000",Active
2015,Buffalo Bills,McCoy,RB,"$5,500,000",Active
2015,Buffalo Bills,Clay,TE,"$5,000,000",IR
2015,Buffalo Bills,McKelvin,CB,"$4,900,000",Active
2015,Buffalo Bills,Watkins,WR,"$4,530,819",Active
2015,Buffalo Bills,Graham,FS,"$4,450,000",Active
2015,Buffalo Bills,Harvin,WR,"$4,000,000",IR
2015,Buffalo Bills,Williams,SS,"$3,900,000",Active
2015,Buffalo Bills,Gilmore,CB,"$3,844,959",IR
2015,Buffalo Bills,Lawson,OLB,"$3,100,000",Active
2015,Buffalo Bills,Manuel,QB,"$2,423,264",Active
2015,Buffalo Bills,Carpenter,K,"$2,362,500",Active
2015,Buffalo Bills,Urbik,G,"$2,200,000",Active
2015,Buffalo Bills,Spiller,RB,"$2,167,917",Active
2015,Buffalo Bills,Felton,FB,"$1,750,000",Active
2015,Buffalo Bills,Bradham,OLB,"$1,656,356",Active
2015,Buffalo Bills,Branch,DT,"$1,550,000",Active
2015,Buffalo Bills,Glenn,LT,"$1,548,012",Active
2015,Buffalo Bills,Orton,QB,"$1,500,000",Active
2015,Buffalo Bills,Williams,G,"$1,475,000",Active
2015,Buffalo Bills,Easley,WR,"$1,350,000",IR
2015,Buffalo Bills,Woods,WR,"$1,327,302",IR
2015,Buffalo Bills,Dixon,RB,"$1,266,666",Active
2015,Buffalo Bills,Incognito,G,"$1,100,000",Active
2015,Buffalo Bills,Kouandjio,RT,"$1,092,914",Active
2015,Buffalo Bills,Wynn,OLB,"$1,075,000",IR
2015,Buffalo Bills,Sanborn,LS,"$1,047,500",Active
2015,Buffalo Bills,Robey-Coleman,CB,"$1,020,667",Active
2015,Buffalo Bills,Taylor,QB,"$883,333",Active
2015,Buffalo Bills,Darby,CB,"$830,853",Active
2015,Buffalo Bills,Brooks,CB,"$760,135",IR
2015,Buffalo Bills,Alonso,OLB,"$753,782",Active
2015,Buffalo Bills,Williams,FS,"$702,563",Active
2015,Buffalo Bills,Brown,ILB,"$702,000",Active
2015,Buffalo Bills,Carrington,DT,"$665,000",IR
2015,Buffalo Bills,Goodwin,WR,"$611,366",IR
2015,Buffalo Bills,Miller,G,"$605,030",Active
2015,Buffalo Bills,Cassel,QB,"$600,000",Active
2015,Buffalo Bills,Chandler,TE,"$600,000",Active
2015,Buffalo Bills,Gragg,TE,"$599,793",Active
2015,Buffalo Bills,Bryant,DT,"$585,000",Active
2015,Buffalo Bills,Butler,CB,"$585,000",Active
2015,Buffalo Bills,Charles,DT,"$585,000",Active
2015,Buffalo Bills,Hogan,WR,"$585,000",Active
2015,Buffalo Bills,Rambo,SS,"$585,000",Active
2015,Buffalo Bills,Powell,ILB,"$585,000",Active
2015,Carolina Panthers,Johnson,DE,"$20,020,000",Active
2015,Carolina Panthers,Newton,QB,"$13,000,000",Active
2015,Carolina Panthers,Kalil,C,"$11,795,000",Active
2015,Carolina Panthers,Stewart,RB,"$8,300,000",Active
2015,Carolina Panthers,Davis,OLB,"$7,650,000",Active
2015,Carolina Panthers,Kuechly,ILB,"$6,697,018",Active
2015,Carolina Panthers,Olsen,TE,"$6,300,000",Active
2015,Carolina Panthers,Williams,RB,"$4,333,333",Active
2015,Carolina Panthers,Smith,WR,"$4,000,000",Active
2015,Carolina Panthers,Tolbert,FB,"$3,425,000",Active
2015,Carolina Panthers,Gano,K,"$3,100,000",Active
2015,Carolina Panthers,Godfrey,SS,"$3,000,000",Active
2015,Carolina Panthers,Lotulelei,DT,"$2,619,409",Active
2015,Carolina Panthers,Oher,RT,"$2,421,875",Active
2015,Carolina Panthers,Cotchery,WR,"$1,950,000",Active
2015,Carolina Panthers,Ginn Jr.,WR,"$1,850,000",Active
2015,Carolina Panthers,Harper,SS,"$1,800,000",Active
2015,Carolina Panthers,Anderson,QB,"$1,764,000",Active
2015,Carolina Panthers,Edwards,DT,"$1,750,000",Active
2015,Carolina Panthers,Benjamin,WR,"$1,741,875",IR
2015,Carolina Panthers,Thompson,OLB,"$1,601,586",Active
2015,Carolina Panthers,Norman,CB,"$1,591,750",Active
2015,Carolina Panthers,Silatolu,G,"$1,570,897",IR
2015,Carolina Panthers,Tillman,CB,"$1,531,250",IR
2015,Carolina Panthers,Dickson,TE,"$1,516,666",Active
2015,Carolina Panthers,Coleman,FS,"$1,340,625",Active
2015,Carolina Panthers,Short,DT,"$1,262,754",Active
2015,Carolina Panthers,Chandler,LT,"$1,150,000",Active
2015,Carolina Panthers,Addison,DE,"$1,020,000",Active
2015,Carolina Panthers,Funchess,WR,"$1,003,797",Active
2015,Carolina Panthers,Jansen,LS,"$995,000",Active
2015,Carolina Panthers,Jones,FS,"$870,000",Active
2015,Carolina Panthers,Brockel,TE,"$855,000",Active
2015,Carolina Panthers,Allen,DE,"$823,529",Active
2015,Carolina Panthers,Ealy,DE,"$806,098",Active
2015,Carolina Panthers,Williams,CB,"$790,000",Active
2015,Carolina Panthers,Alexander,DE,"$760,272",IR
2015,Carolina Panthers,Love,DT,"$745,000",Active
2015,Carolina Panthers,Nortman,P,"$679,670",Active
2015,Carolina Panthers,Scott,G,"$665,000",Active
2015,Carolina Panthers,Webb,QB,"$665,000",Active
2015,Carolina Panthers,Turner,G,"$644,950",Active
2015,Carolina Panthers,Whittaker,RB,"$635,000",Active
2015,Carolina Panthers,Klein,ILB,"$632,825",Active
2015,Carolina Panthers,Boston,FS,"$611,367",Active
2015,Carolina Panthers,Bersin,WR,"$600,000",Active
2015,Carolina Panthers,Hill,WR,"$594,500",IR
2015,Carolina Panthers,Jacobs,ILB,"$585,000",Active
2015,Carolina Panthers,Remmers,RT,"$585,000",Active
2015,Carolina Panthers,Green,G,"$585,000",IR
2015,Chicago Bears,Cutler,QB,"$16,500,000",Active
2015,Chicago Bears,Allen,DE,"$11,676,470",Active
2015,Chicago Bears,Forte,RB,"$9,200,000",Active
2015,Chicago Bears,Bushrod,G,"$8,050,000",Active
2015,Chicago Bears,Houston,OLB,"$6,990,000",Active
2015,Chicago Bears,McPhee,OLB,"$6,675,000",Active
2015,Chicago Bears,Bennett,TE,"$6,125,000",IR
2015,Chicago Bears,Marshall,WR,"$5,625,000",Active
2015,Chicago Bears,Royal,WR,"$5,500,000",Active
2015,Chicago Bears,Rolle,SS,"$5,000,000",IR
2015,Chicago Bears,Jennings,CB,"$4,380,000",Active
2015,Chicago Bears,Gould,K,"$3,600,000",Active
2015,Chicago Bears,Slauson,G,"$3,267,500",Active
2015,Chicago Bears,Young,OLB,"$3,166,666",Active
2015,Chicago Bears,White,WR,"$3,011,463",Active
2015,Chicago Bears,Ball,CB,"$3,000,000",Active
2015,Chicago Bears,McClellin,OLB,"$2,629,263",Active
2015,Chicago Bears,Long,G,"$2,263,896",Active
2015,Chicago Bears,Fuller,CB,"$2,201,591",Active
2015,Chicago Bears,Mundy,SS,"$1,500,000",Active
2015,Chicago Bears,Ratliff,DT,"$1,454,044",Active
2015,Chicago Bears,Jeffery,WR,"$1,447,036",IR
2015,Chicago Bears,Goldman,DT,"$1,026,992",IR
2015,Chicago Bears,Gafford,LS,"$950,000",Active
2015,Chicago Bears,Ferguson,DT,"$934,819",IR
2015,Chicago Bears,Clausen,QB,"$862,058",Active
2015,Chicago Bears,Jenkins,DE,"$825,000",Active
2015,Chicago Bears,Sutton,DT,"$671,517",Active
2015,Chicago Bears,Ducasse,G,"$665,000",Active
2015,Chicago Bears,McManis,CB,"$665,000",Active
2015,Chicago Bears,Montgomery,C,"$665,000",IR
2015,Chicago Bears,Bellamy,WR,"$660,000",Active
2015,Chicago Bears,Mariani,WR,"$660,000",Active
2015,Chicago Bears,Miller,TE,"$660,000",Active
2015,Chicago Bears,Grasu,C,"$625,479",Active
2015,Chicago Bears,Rodgers,RB,"$625,000",IR
2015,Chicago Bears,Carey,RB,"$620,845",Active
2015,Chicago Bears,Washington,DE,"$610,947",IR
2015,Chicago Bears,Wilson,WR,"$596,787",IR
2015,Chicago Bears,Porter,CB,"$585,000",Active
2015,Chicago Bears,Omameh,G,"$585,000",Active
2015,Chicago Bears,Langford,RB,"$570,906",Active
2015,Chicago Bears,Acho,OLB,"$550,588",Active
